Date|Asset01|Asset02|Asset03|Asset04|Asset05|Asset06|Asset07|Asset08|Asset09|Asset10|Asset11
06-Feb-19|272.74|3366.32|222.806|42.01|484.5|85.1|2062.818||0.334158895|130.3|43.56
07-Feb-19|270.14|3358.91|222.822|42.1132|509.3|84.81|2076.995||0.340234301|110.75|42.735
08-Feb-19|270.47|3594.91|222.859|42.2251|500|84.79|2087.318||0.339154009|96.86|42.603
11-Feb-19|270.62|3591.59|222.869|42.0315|492.7|84.83|2090.268||0.330926759|103.2|42.358
12-Feb-19|274.1|3576.31|222.887|42.1037|479.4|85.24|2077.534||0.33717082|101.85|42.723
13-Feb-19|274.99|3571.42|222.902|42.1433|476.9|85.12|2078.274||0.344224203|96.88|42.545
14-Feb-19|274.38|3570.02|222.918|42.1424|488.6|85.13|2087.143||0.353828081|102.25|42.7
15-Feb-19|277.37|3564.79|222.977|42.4928|464.9|85.4|2083.041||0.354049628|99.9|42.605
18-Feb-19||3852.25||42.618|||2082.137||0.333104749|115|
19-Feb-19|277.85|3887.89|222.993|43.0816|465.3|85.43|2084.968||0.340100778|120.25|42.733
20-Feb-19|278.41|3912.98|223.009|43.005|439.2|85.5|2086.95||0.332561405|114.25|43.008
21-Feb-19|277.42|3897.72|223.023|42.6074|446.2|85.42|2078.562||0.33245942|110.3|42.765
22-Feb-19|279.14|3941.75|223.065|42.7687|421.3|85.59|2086.855||0.317536465|115.1|43.243
25-Feb-19|279.52|3805.67|223.077|42.6571|432.4|85.66|2090.355||0.323787559|116|43.558
26-Feb-19|279.32|3790.19|223.093|42.5445|438|85.77|2090.578||0.324567604|118|43.583
27-Feb-19|279.2|3749.38|223.109|42.4083|439|85.8|2076.366||0.32823665|116.95|43.718
28-Feb-19|278.68|3802.53|223.123|42.208|437.4|85.75|2073.692|5576.957|0.307734308|120.5|43.288
01-Mar-19|280.42|3828.22|223.169|41.5589|408.8|85.61|2074.232||0.314585664|120.5|43.743
04-Mar-19|279.4|3699.76|223.181|41.3435|423.8|85.48|2081.298||0.297685454|117.9|43.963
05-Mar-19|279.02|3833.97|223.198|41.3853|426.7|85.44|2080.866||0.315522447|119|43.883
06-Mar-19|277.33|3845.71|223.212|41.3035|444.7|85.3|2095.921||0.319370982|118.5|43.63
07-Mar-19|275.01|3871.42|223.228|41.3071|470.9|85.24|2120.908||0.320917024|117.65|43.125
08-Mar-19|274.46|3868.84|223.274|41.7148|475.4|85.1|2108.746||0.306636753|123.85|43.228
11-Mar-19|278.44|3847.91|223.288|41.5596|424|85.38|2117.305||0.299574434|133.35|44.725
12-Mar-19|279.49|3865.41|223.303|41.7758|405.8|85.53|2109.668||0.293480646|127.05|45.228
13-Mar-19|281.34|3852.32|223.317|42.0398|399.7|85.76|2105.041||0.302422561|118.7|45.428
14-Mar-19|281.16|3851.57|223.329|41.6441|390|85.7|2108.012||0.312376016|115.1|45.933
15-Mar-19|281.31|3897.41|223.373|41.8546|377.9|85.78|2108.131||0.306282992|105|46.53
18-Mar-19|282.33|3971.19|223.389|41.8893|379.8|85.75|2114.329||0.302162405|107.3|47.005
19-Mar-19|282.4|3991.47|223.401|41.9631|384.4|85.8|2112.496||0.291233495|111.1|46.633
20-Mar-19|281.55|4009.47|223.414|42.1931|389.6|86.17|2107.418||0.299778163|107.1|47.04
21-Mar-19|284.73|3973.24|223.429||381.4|86.15|2120.743||0.293858838|101.1|48.773
22-Mar-19|279.25|3977.74|223.477|42.1658|447.9|85.84|2123.9||0.286770451|99|47.763
25-Mar-19|279.04|3887.56|223.489|42.3067|448.7|85.81|2121.957||0.286784211|99|47.185
26-Mar-19|281.12|3912.6|223.505|42.3021|413|86.02|2126.906||0.296563383|125|46.698
27-Mar-19|279.65|4008.98|223.523|42.1131|421.8|86.08|2138.692||0.303389763|124.35|47.118
28-Mar-19|280.71|4010.76|223.54|41.528|408.4|86.25|2138.786||0.316992454|122.4|47.18
29-Mar-19|282.48|4072.16|223.587|41.5248|389|86.47|2145.185||0.311934078|111.7|47.488
01-Apr-19|285.83|4126.69|223.606|41.3759|378.5|86.07|2145.623||0.313496069|109.55|47.81
02-Apr-19|285.97|4802.47|223.622|41.527|377.2|86.11|2154.758||0.308873323|108|48.505
03-Apr-19|286.42|5296|223.635|41.4559|381.1|86.14|2144.068||0.320469797|108.1|48.838
04-Apr-19|287.18|4847.05|223.649|41.5186|376.3|86.27|2143.711||0.317405067|110.1|48.923
05-Apr-19|288.57|4999.01|223.691|41.4995|364.3|86.43|2149.303||0.320806082|110.95|49.25
08-Apr-19|288.79|5252.89|223.706|41.6874|361.7|86.38|2148.302||0.331252098|109.5|50.025
09-Apr-19|287.31|5220.08|223.721|41.9143|380.7|86.32|2145.301||0.32000671|107.2|49.875
10-Apr-19|288.29|5302.92|223.738|42.0414|365.4|86.7|2155.595||0.317970385|109.2|50.155
11-Apr-19|288.21|5054.03|223.752|41.4747|354|86.83|2157.485||0.32668768|110.8|49.738
12-Apr-19|290.16|5042.54|223.796|41.4623|329.7|86.96|2149.26||0.340760498|110.4|49.718
15-Apr-19|289.97|5021.53|223.811|41.3894|323.3|86.9|2145.631||0.340667492|113.85|49.808
16-Apr-19|290.16|5185.02|223.823|41.0111|319.8|86.85|2154.331||0.349662373|117.9|49.813
17-Apr-19|289.45|5221.26|223.836|40.9319|322.7|86.64|2157.898||0.350648378|122.5|50.783
18-Apr-19|290.02|5308.57|223.896|40.9923|315.6|86.68|2172.094||0.347399745|120.1|50.965
19-Apr-19||5269.97||40.9821|||2171.729||0.346627473||
22-Apr-19|290.27|5365.89|223.909|40.973|310.8|86.53|2172.648||0.357643934||51.133
23-Apr-19|292.88|5580.07|223.926|40.8835|307.5|86.83|2184.832||0.351212945|123.5|51.87
24-Apr-19|292.23|5435.81|223.942|40.9919|318|86.71|2207.119||0.336622754|134|51.79
25-Apr-19|292.05|5495.18|223.955|41.0341|327|86.75|2198.532||0.335760892|129|51.32
26-Apr-19|293.41|5097.52|223.999|41.3262|310.8|86.97|2199.912||0.329963994|133.75|51.075
29-Apr-19|293.87|5129.68|224.009|41.1244|318.2|86.93|2201.694||0.332888244|135.25|51.153
30-Apr-19|294.02|5237.87|224.026|41.2412|317.9|86.94|2204.011|5571.056|0.32260525|133.7|50.168
01-May-19|291.81|5307.8|224.045|41.023|335.9|86.29|2202.028||0.328369975||52.63
02-May-19|291.18|5405.46|224.06|41.0642|337.1|86.35|2190.548||0.317571077|130.15|52.288
03-May-19|294.03|5689.05|224.103||313.4|86.57|2198.079||0.322521124|128.75|52.938
06-May-19|292.82|5693.95|224.118||338.8|86.61|2191.399||0.329369355|126.55|52.12
07-May-19|287.93|5844.63|224.133||423.2|86.09|2176.991||0.350289041|133.5|50.715
08-May-19|287.53|5900.67|224.148||412.9|86.12|2176.955||0.349816894|140|50.725
09-May-19|286.66|6080.72|224.164||411.3|85.99|2163.883||0.363745585|135.25|50.18
10-May-19|288.1|6291.33|224.208||364.4|86.23|2169.871||0.360463214|134.8|49.295
13-May-19|280.86|7864.38|224.225||442.5|85.44|2154.748||0.374239355|132.45|46.43
14-May-19|283.4|7719.93|224.238||408|85.63|2153.823||0.36198061|137.4|47.165
15-May-19|285.06|8171.07|224.255|41.6548|382.6|85.71|2170.326||0.355494894|138.7|47.73
16-May-19|287.7|7676.51|224.276|41.3438|359.3|85.97|2186.06||0.344231697|140.05|47.52
17-May-19|285.84|7106.31|224.32|41.0359|365.4|85.94|2193.577||0.353284507|139.95|47.25
20-May-19|283.95||224.338|41.0571|373.7|85.86|2175.512||0.357294874|143.75|45.773
21-May-19|286.51|8086.18|224.354|40.9577|346.1|86.13|2178.41||0.353715568|150.05|46.65
22-May-19|285.63|7832.46|224.372|40.9124|339.9|86.2|2183.841||0.344094887|158.85|45.695
23-May-19|282.14|7878.46|224.389|41.2378|373.5|85.77|2172.988||0.348373446|153.3|44.915
24-May-19|282.78|8112.36|224.445|41.2859|362.4|85.65|2166.188||0.349572104|155.5|44.743
27-May-19||8754.64||41.4132|||2169.945||0.352481384|159.7|
28-May-19|280.15|8687.79|224.46|41.1067|378.2|85.57|2170.108||0.354575569|160.9|44.558
29-May-19|278.27|8646.35|224.473|41.121|388.1|85.34|2164.345||0.341152778|150|44.345
30-May-19|279.03|8463.48|224.486|41.4028|378.1|85.52|2156.664||0.323529703|153.4|44.575
31-May-19|275.27|8503.38|224.532|41.9482|401.4|84.9|2152.563|5548.91|0.3278281|140.1|43.768
03-Jun-19|274.57|8556.11|224.547|42.5746|405.6|84.65|2146.748||0.327207433|145.2|43.325
04-Jun-19|280.53|7651.38|224.563|42.6175|373.8|85.5|2148.8||0.319527883|145.15|44.91
05-Jun-19|282.96|7732.88|224.582|42.7058|361.3|85.7|2169.928||0.329887267|148.8|45.635
06-Jun-19|284.8|7690.61|224.602|42.8844|350.9|85.88|2165.384||0.33302632|145.05|46.305
07-Jun-19|287.65|7898.63|224.651|43.0821|354.3|86.1|2177.033||0.324060526|146.55|47.538
10-Jun-19|288.97|7943.46|224.665|42.6689|349.8|86.23|2176.97||0.334027151||48.145
11-Jun-19|288.9|7926.36|224.687|42.6316|350.6|86.35|2176.959||0.319524317|149.65|48.703
12-Jun-19|288.39|8120.45|224.715|42.8485|348.3|86.15|2181.86||0.31637166|147.25|48.548
13-Jun-19|289.58|8261.05|224.734|43.1322|345.6|86.35|2192.911||0.314533187|150.9|48.538
14-Jun-19|289.26|8452.83|224.777|43.1094|340.8|86.29|2202.592||0.291141016|149.45|48.185
17-Jun-19|289.37|9273.06|224.788|43.045|335|86.16|2198.416||0.279134675|151.3|48.473
18-Jun-19|292.4|9125.34|224.806|43.2673|331.1|86.76|2226.106||0.262886859|155|49.613
19-Jun-19|293.06|9167.27|224.824|43.3885|313.6|87.17|2224.511||0.26279838|151.05|49.468
20-Jun-19|295.86|9562.66|224.845|44.7415|316.3|87.61|2228.845||0.256389221|150.6|49.865
21-Jun-19|294|9939.81|224.882|44.9718|326.5|87.33|2216.883||0.256155794|151.25|49.695
24-Jun-19|293.64|10856.69|224.898|45.6346|321.3|87.32|2212.633||0.259357475|151.5|49.645
25-Jun-19|290.76|11366.24|224.911|45.6961|334.7|86.95|2210.206||0.271194062|148.75|48.893
26-Jun-19|290.47|12733.71|224.923|45.273|329.9|86.91|2197.617||0.258133418|146.3|49.95
27-Jun-19|291.5|10686.14|224.936|45.298|321.9|87.15|2201.776||0.257770691|148.8|49.935
28-Jun-19|293|12212.7|224.976|45.3101|314.9|87.18|2205.383||0.258654875|148.05|49.48
01-Jul-19|295.66|10481.86|224.984|44.4494|289.1|86.82|2225.955||0.268189195|152.85|50.388
02-Jul-19|296.43|10714.88|224.989|45.57|273|87.01|2247.062||0.260026482|151.3|50.683
03-Jul-19|298.8|11378.23|225.004|45.5883|270|87.34|2262.508||0.269173618|153.1|51.103
04-Jul-19||11721.74||45.5067|||2265.289||0.251894447|153.95|
05-Jul-19|298.46|11034|225.041|44.9671|271.5|86.99|2247.147||0.265238367|151.9|51.058
08-Jul-19|296.82|12207.1|225.051|44.8379|283.3|86.82|2248.689||0.265999206|152.8|50.005
09-Jul-19|297.19|12401.88|225.067|44.6495|284.2|86.72|2241.269||0.246174805|149.35|50.31
10-Jul-19|298.61|11778.8|225.093|45.3308|271.1|86.96|2230.894||0.264127246|149.5|50.808
11-Jul-19|299.31|11146.07|225.112|45.1067|264.5|86.79|2219.219||0.260428052|146.3|50.438
12-Jul-19|300.65|11907.36|225.147|45.4966|257.6|86.93|2212.974||0.259690075|144.4|50.825
15-Jul-19|300.75|10821.99|225.165|45.3484|256.7|86.99|2224.244||0.262404977|149.65|51.303
16-Jul-19|299.71|9595.05|225.18|45.1844|258.2|86.81|2230.433||0.260487165|146.95|51.125
17-Jul-19|297.74|9686.99|225.201|45.8362|266.6|86.7|2240.051||0.269871643|142.25|50.838
18-Jul-19|298.83|10616.88|225.225|46.1205|263.6|86.74|2242.63||0.244373067|139.45|51.415
19-Jul-19|297.17|10529.52|225.255|45.8004|267.5|86.59|2242.349||0.242597669|147.15|50.648
22-Jul-19|297.9|10322.33|225.265|45.8849|260|86.88|2250.791||0.245899311|150.75|51.805
23-Jul-19|300.03|10147.93|225.28|45.5564|245.9|87.03|2262.111||0.250172964|150.1|52.21
24-Jul-19|301.44|9671.71|225.295|45.8523|236.3|87.1|2270.129||0.25671156|152.6|52.168
25-Jul-19|300|9874.05|225.306|45.4499|246.4|86.98|2263.425||0.261091783|150|51.755
26-Jul-19|302.01|9834.23|225.348|45.5916|237.8|87.17|2271.712||0.257756681|151.55|51.935
29-Jul-19|301.46|9516.61|225.356|45.6439|240.3|87.04|2281.785||0.262953385|150|52.42
30-Jul-19|300.72|9541.65|225.371|45.8936|249.3|87.08|2278.042||0.257687393|147.5|52.195
31-Jul-19|297.43|10026.61|225.394|45.9454|269.9|86.93|2283.824|5610.036|0.257553007|151.6|53.26
01-Aug-19|294.84|10411.97|225.399|45.5131|301.2|86.52|2295.165||0.250401392|151.9|52.108
02-Aug-19|292.62|10399.38|225.439|46.376|306|86.39|2289.906||0.240526772|149.05|51.005
05-Aug-19|283.82|11723.69|225.463|46.9917|370.1|85.49|2280.094||0.235902013|145.55|48.335
06-Aug-19|287.8|11643.41|225.476|47.2334|335|86.04|2278.696||0.23581666|150.65|49.25
07-Aug-19|287.97|11863.77|225.492|48.4159|338.3|86.03|2302.572||0.223994404|147.25|49.76
08-Aug-19|293.62|11595.78|225.508|48.1187|308|86.37|2298.886||0.227603045|147.75|50.858
09-Aug-19|291.62|11864.63|225.546|48.0684|324.7|86.25|2288.297||0.220918288|144.75|50.248
12-Aug-19|288.07|11418.31|225.559|48.5782|359.9|85.95|2301.575||0.219578378|142.25|50.12
13-Aug-19|292.55|10882.13|225.57|48.2469|319.9|86.33|2299.675||0.22917456|141.45|52.243
14-Aug-19|283.9|10171.6|225.594|48.7141|385.8|85.56|2304.254||0.22854463|138.1|50.688
15-Aug-19|284.65|10372.72|225.617|48.9441|372.3|85.81|2313.249||0.225712928|134.5|50.435
16-Aug-19|288.85|10395.4|225.653|48.5851|341.4|86.1|2314.752||0.240535667|138.65|51.625
19-Aug-19|292.33|10678.85|225.661|48.069|303.8|86.35|2318.677||0.235318911|141|52.588
20-Aug-19|290.09|10706.71|225.67|48.4319|315|86.42|2320.995||0.236653817|141|52.59
21-Aug-19|292.45|10155.19|225.677|48.2845|291|86.79|2317.363||0.24671525|144.65|53.16
22-Aug-19|292.36|10182.76|225.688|48.2131|297.7|86.95|2313.69||0.259098737|143.5|53.115
23-Aug-19|284.85|10361.52|225.724|49.0696|353.2|86.55|2319.961||0.247173776|145.1|50.66
26-Aug-19|288|10265.73|225.73|49.0758|340|86.98|2325.664||0.240502056|144.5|51.623
27-Aug-19|286.87|10143.08|225.74|49.5721|348.7|86.94|2336.132||0.234005162|144.75|51.04
28-Aug-19|288.89|9669.45|225.754|49.4508|337.6|87.15|2344.12||0.219146059|142.55|51.383
29-Aug-19|292.58|9526.03|225.766|49.4312|316.7|87.24|2348.833||0.230888462|143.35|52.253
30-Aug-19|292.45|9626.18|225.815|48.9588|317.5|87.16|2360.9||0.231892159|145.1|52.185
02-Sep-19||10408.87||49.139|||2364.1||0.230349033|144.2|
03-Sep-19|290.74|10712.47|225.831|49.7145|340.5|86.54|2371.713||0.20861958|144.5|51.425
04-Sep-19|294.04|10626.01|225.845|49.8869|308.8|86.72|2346.712||0.226659205|151.05|52.298
05-Sep-19|297.82|10518.1|225.858|48.8125|291.5|87.06|2319.846||0.224492538|157.5|53.32
06-Sep-19|298.05|10356.88|225.896|49.0031|278.1|87.14|2318.787||0.229469384|157.3|53.315
09-Sep-19|298.2|10237.89|225.907|48.3311|274.3|87.23|2301.179||0.226415018|156.9|53.543
10-Sep-19|298.13|10052.99|225.922|47.951|273|87.28|2282.021||0.248719663|149.85|54.175
11-Sep-19|300.25|10099.08|225.938|48.1092|266.1|87.27|2284.057||0.250267636|152.3|55.898
12-Sep-19|301.29|10331.07|225.95|48.1756|256.5|87.32|2270.959||0.255838936|151|55.771
13-Sep-19|301.09|10270.67|225.984|47.834|251.1|87.16|2245.688||0.257992475|149.85|54.688
16-Sep-19|300.16|10215.87|225.987|48.278|256.5|87.47|2245.477||0.253311917|153.65|54.975
17-Sep-19|300.92|10250.3|225.993|48.2847|254.6|87.52|2249.832||0.275587544|152.8|55.175
18-Sep-19|301.1|10196.93|226.032|48.0105|242.1|87.47|2262.688||0.278407847|158.3|55.693
19-Sep-19|301.08|10258.85|226.043|48.1668|236.1|87.37|2269.614||0.271216273|149.9|55.24
20-Sep-19|298.28|10135.94|226.085|48.7432|253.4|87.48|2276.969||0.275343089|147.95|54.433
23-Sep-19|298.21|9765.49|226.098|48.9142|250.4|87.44|2284.122||0.274195703|145.5|54.68
24-Sep-19|295.87|8582|226.117|49.2196|267.8|87.32|2281.262||0.2661351|149.3|54.42
25-Sep-19|297.62|8511.8|226.135|48.321|258.3|87.23|2279.431||0.260378947|145.75|55.258
26-Sep-19|297|8094.12|226.15|48.3523|261.6|87.17|2287.558||0.238338273|148.1|54.973
27-Sep-19|295.4|8060.97|226.177|48.1017|272.1|87.07|2288.497||0.254888823|149.9|54.705
30-Sep-19|296.77|8240.9|226.193|47.6889|260.4|87.17|2285.537|5612.273|0.256526546|146.75|55.993
01-Oct-19|293.24|8380.24|226.219|47.68|276.2|86.62|2275.304||0.258935182|145|56.148
02-Oct-19|288.06|8235.09|226.242|48.176|305.8|86.11|2258.358||0.255134867|139.65|54.74
03-Oct-19|290.42|8161.33|226.261|48.5608|288.1|86.16|2257.551||0.22491271||55.205
04-Oct-19|294.35||226.291|48.4255|264.5|86.43|2267.064||0.220437824|140.7|56.753
07-Oct-19|293.08||226.298|47.9884|268.5|86.36|2271.941||0.205554515|144.5|56.765
08-Oct-19|288.53||226.318|48.3771|300.7|86.04|2268.414||0.20721643|137.8|56.1
09-Oct-19|291.27|8590.16|226.331|48.3786|284.2|86.3|2266.325||0.215574614|141.5|56.758
10-Oct-19|293.24|8580.86|226.345|48.0069|270.6|86.41|2253.295||0.217855037|140.5|57.523
11-Oct-19|296.28|8342.93|226.384|47.8465|246.1|86.77|2233.124||0.225646662|142.05|59.053
14-Oct-19|295.95|8343.42||47.9819|234.4|86.83|2237.937||0.219581225|140|58.968
15-Oct-19|298.88|8144.33|226.396|47.5879|224.8|87.02|2239.67||0.233482869|122.05|58.83
16-Oct-19|298.4|7988.24|226.411|47.8806|220.6|86.95|2242.706||0.228755265|122.5|58.593
17-Oct-19|299.28|8046.49|226.42|47.8832|218.6|87.07|2231.365||0.223869521|119.15|58.82
18-Oct-19|297.97|7947.7|226.449||217.8|87.09|2215.308||0.229564775|111.65|59.103
21-Oct-19|299.99|8207.68|226.459|47.8359|209.2|87.12|2216.475||0.237920223|118.5|60.128
22-Oct-19|299.01|8125.1|226.468|47.8033|214|87.14|2222.42||0.22783776|116|59.99
23-Oct-19|299.88|7491.38|226.479|47.9464|210.4|87.22|2226.305||0.229186518|115.4|60.795
24-Oct-19|300.37|7456.59|226.486|48.3259|205.5|87.32|2238.961||0.236291108|115.65|60.895
25-Oct-19|301.6|8574.4|226.516|48.3494|195.7|87.39|2241.297||0.25549661|114.5|61.645
28-Oct-19|303.3|9456.3|226.529|47.9725|198.5|87.38|2235.402||0.259191099|115.1|62.263
29-Oct-19|303.21|9446.04|226.546|47.8046|198.3|87.22|2229.528||0.280395887|115.55|60.823
30-Oct-19|304.14|9184.99|226.569|48.0599|191.2|87.11|2228.1||0.27047852|114|60.815
31-Oct-19|303.33|9189.42|226.587|48.6169|195|86.81|2231.011|5600.985|0.285817305|113.55|62.19
01-Nov-19|306.14|9212.68|226.622|48.5561|182|86.82|2231.299||0.282061031|114.85|63.955
04-Nov-19|307.37|9443.36|226.629||182.7|87|2237.911||0.273352139|118.9|64.375
05-Nov-19|307.03|9357.06|226.639|47.7053|187.8|86.91|2232.761||0.290815993|122.5|64.283
06-Nov-19|307.1|9314.92|226.648|47.8979|186.8|86.81|2233.81||0.280777919|121.05|64.31
07-Nov-19|308.18|9209.87|226.657|47.1878|184.4|86.77|2230.035||0.298352791|120.3|64.858
08-Nov-19|308.94|8866.55|226.696|47.0788|178.5|86.85|2226.832||0.294925023|116.05|65.035
11-Nov-19|308.35|8736.17||46.7704|177.8|86.8|2222.384||0.288903766|119.85|65.55
12-Nov-19|309|8764.95|226.702|46.8384|174.7|86.82|2229.539||0.284778594|121.35|65.49
13-Nov-19|309.1|8753.01|226.712|47.0911|176|86.73|2225.851||0.295684757|120.8|66.118
14-Nov-19|309.55|8651.15|226.722|47.1037|172.4|86.68|2228.873||0.286273738|121.95|65.66
15-Nov-19|311.79|8453.89|226.75|47.1886|161.2|86.94|2234.126||0.292900578|122|66.44
18-Nov-19|312.02|8218.67|226.76|47.2855|160.8|86.83|2236.997||0.295866024|121.2|66.775
19-Nov-19|311.93|8108.09|226.768|47.3165|163.2|86.52|2238.371||0.28212485|121.25|66.573
20-Nov-19|310.77|8087.79|226.778|47.2832|165.4|86.34|2234.821||0.303381447|117.25|65.798
21-Nov-19|310.27|7598.7|226.788|47.0569|166.4|86.36|2229.937||0.303456701|117.2|65.503
22-Nov-19|310.96|7343.85|226.814|46.9813|158.7|86.69|2232.515||0.293411031|117.2|65.445
25-Nov-19|313.37|7214.3|226.821|46.7631|148.5|86.92|2247.925||0.299497156|119|66.593
26-Nov-19|314.08|7113.51|226.829|46.9599|145.4|87.02|2258.024||0.301906867|119.05|66.073
27-Nov-19|315.48|7550.08|226.847|46.7414|144.2|87.13|2261.374||0.288609273|119.5|66.96
28-Nov-19||7564.94||46.7873|||2259.595||0.297592436|118.55|
29-Nov-19|314.31|7710.34|226.878|47.0421|148.4|86.94|2250.534||0.298376298|119.8|66.813
02-Dec-19|311.64|7319.36|226.893|46.9918|158.7|86.54|2218.224||0.292306783|116.15|66.04
03-Dec-19|309.55|7329.85|226.912|47.4766|174.3|86.42|2210.174||0.292860212|118.3|64.863
04-Dec-19|311.46|7187.39|226.927|47.365|162.4|86.68|2213.391||0.286741005|118|65.435
05-Dec-19|312.02|7379.66|226.942|47.4289|159.1|86.81|2212.141||0.303009466|116.9|66.395
06-Dec-19|314.87|7469.48|226.97|46.9406|151.2|86.93|2225.461||0.304116602|115.15|67.678
09-Dec-19|313.88|7356.78|226.978|46.9685|162.4|86.93|2223.897||0.303818177|114.05|66.73
10-Dec-19|313.53|7222.09|226.987|47.0574|162.7|87.14|2221.528||0.309570524|108.85|67.12
11-Dec-19|314.42|7191.95|226.993|47.2028|157.3|87.32|2227.371||0.287036821|103.95|67.693
12-Dec-19|317.13|7200.62|226.998|47.2309|144.5|87.52|2226.226||0.282280493|105.6|67.865
13-Dec-19|317.32|7240.62|227.024|47.2741|134.7|87.61|2238.309||0.285454339|104.45|68.788
16-Dec-19|319.5|6876.58|227.032|47.4247|130.2|87.78|2243.908||0.274031001|107.75|69.965
17-Dec-19|319.57|6616.45|227.043|47.4503|128.6|88.05|2244.957||0.269881157|104.9|70.103
18-Dec-19|319.59|7131.58|227.053|47.413|130.9|88.21|2238.633||0.270247617|106.25|69.935
19-Dec-19|320.9|7157.05|227.065|47.5234|125.8|87.85|2233.56||0.272114323|105|70.005
20-Dec-19|320.73|7198.73|227.092|47.5045|128|87.72|2234.392||0.284729217|105.15|69.86
23-Dec-19|321.22|7319.77|227.103|47.6941|128.8|87.76|2236.471||0.282695199|105.3|71
24-Dec-19|321.23|7246.81|227.123|48.1528|126.8|87.83|2242.249||0.28688163||71.068
25-Dec-19||7211.27||48.1972|||2242.323||0.282527202||
26-Dec-19|322.94|7189.08|227.131|48.5715|126.4|87.96|2245.672||0.266327278||72.478
27-Dec-19|322.86|7219.5|227.162|48.5624|130.3|87.92|2252.371||0.259060814|106.3|72.45
30-Dec-19|321.08|7243.35|227.174|48.6796|137.4|87.86|2239.048||0.267195218|107.5|72.88
31-Dec-19|321.86|7158.27|227.196|48.7574|128.9|87.94|2236.307|5634.101|0.261536756||73.413
01-Jan-20||7216.21||48.757|||2236.106||0.254302698||
02-Jan-20|324.87|6960.58|227.207|49.1373|121.3|88.31|2255.078||0.249241051|112.4|75.088
03-Jan-20|322.41|7269.82|227.239|49.8805|130.1|88.22|2255.367||0.240969381|112.9|74.358
06-Jan-20|323.64|7575.93|227.245|50.3167|128.2|88.13|2252.824||0.240197742|111.85|74.95
07-Jan-20|322.73|8021.36|227.257|50.5924|127.3|88.05|2259.074||0.233512669|111.85|74.598
08-Jan-20|324.45|8004.26|227.266|50.9595|123.7|88.13|2250.347||0.232027276|111.75|75.798
09-Jan-20|326.65|7786.84|227.274|49.8462|116.8|88.36|2261.472||0.230640722|110.55|77.408
10-Jan-20|325.71|8043.69|227.302|50.2031|115.9|88.39|2263.468||0.23168797|110.9|77.583
13-Jan-20|327.95|8131.06|227.308|49.8041|111.3|88.39|2263.044||0.242823924|113.6|79.24
14-Jan-20|327.45|8736.16|227.315|49.6949|110.3|88.38|2270.632||0.238319965|118.9|78.17
15-Jan-20|328.19|8821.69|227.324|50.0097|109.7|88.4|2274.536||0.237640362|121.2|77.835
16-Jan-20|330.92|8678.8|227.337|49.8812|105.8|88.43|2285.12||0.238801172|128.55|78.81
17-Jan-20|331.95|8906.32|227.375|50.0899|106.2|88.36|2300.493||0.249817197|127.6|79.683
20-Jan-20||8671.68||50.1611|||2302.333||0.250340092|129.6|
21-Jan-20|331.3|8721.88|227.386|50.043|107.4|88.17|2294.213||0.236587201|128.85|79.143
22-Jan-20|331.34|8640.65|227.395|50.0734|108.3|88.33|2295.025||0.230173821|129.15|79.425
23-Jan-20|331.72|8382.87|227.404|50.2545|107.6|88.06|2282.56||0.239549789|134.6|79.808
24-Jan-20|328.77|8406.05|227.434|50.5103|117.2|87.69|2290.561||0.232931943|140.6|79.578
27-Jan-20|323.5||227.444|50.8278|135.5|87.1|2257.638||0.218446897|133.25|77.238
28-Jan-20|326.89|9042.56|227.451|50.4558|123.8|87.85|2261.246||0.227565393|137.1|79.423
29-Jan-20|326.62|9354.7|227.461|50.4849|124|87.8|2275.613||0.215701201|137.35|81.085
30-Jan-20|327.68|9552.18|227.469|50.7626|121|87.89|2272.55||0.226589128|136.55|80.968
31-Jan-20|321.73|9354.29|227.5|50.8548|141|87.53|2254.922|5635.964|0.221000764|133.2|77.378
03-Feb-20|324.12|9274.19|227.508|50.7006|134|87.15|2264.019||0.232782705|132.5|77.165
04-Feb-20|329.06|9139.77|227.52|50.0911|123.1|87.67|2275.117||0.245659489|138.15|79.713
05-Feb-20|332.86|9687.28|227.529|49.9374|115.9|88.03|2282.65||0.259872001|138.05|80.363
06-Feb-20|333.98|9737.36|227.536|50.3646|113.9|88.1|2294.894||0.253304978|140|81.303
07-Feb-20|332.2|9744.46|227.565|50.4635|116.2|87.97|2301.884||0.249457198|138.75|80.008
10-Feb-20|334.68|9866.28|227.575|50.565|114.3|88.09|2321.542||0.258374012|139.95|80.388
11-Feb-20|335.26|10236.53|227.583|50.4916|114.5|88.15|2318.406||0.269695039|142.9|79.903
12-Feb-20|337.42|10389.08|227.592|50.3223|105.9|88.38|2316.938||0.283645709|144|81.8
13-Feb-20|337.06|10180.13|227.599|50.6977|109|88.41|2314.812||0.293049395|143.9|81.218
14-Feb-20|337.6|10344.55|227.638|50.792|106.9|88.4|2316.571||0.279502529|138.9|81.238
17-Feb-20||9646.95||50.8104|||2317.518||0.284064529|136.1|
18-Feb-20|336.73|10154.96|227.647|51.4649|109.6|88.22|2323.15||0.289202003|133.5|79.75
19-Feb-20|338.34|9612.05|227.656|51.7927|107.2|88.26|2339.617||0.292757619|137.2|80.905
20-Feb-20|336.95|9610.56|227.667|52.0905|112.7|88.41|2351.345||0.289427742|135.4|80.075
